0.401817, 1, 0.562384, 0.377564, 0.276406, 0.211776, 0.16743, 0.13552, 0.111303, 0.0923213, 0.0775019, 0.0658802
0.399857, 1, 0.554391, 0.365594, 0.262979, 0.197553, 0.152515, 0.119929, 0.0956762, 0.0769315, 0.0626748, 0.0514467
0.397917, 1, 0.548293, 0.357951, 0.255332, 0.190385, 0.145096, 0.111978, 0.0872212, 0.0679416, 0.0532964, 0.0420012
0.395995, 1, 0.544601, 0.354077, 0.252617, 0.189182, 0.146532, 0.1161, 0.0941791, 0.077918, 0.0659842, 0.0565997
0.394092, 1, 0.536789, 0.341865, 0.237468, 0.171977, 0.127819, 0.0971658, 0.075189, 0.0595726, 0.0480806, 0.0401106
0.392207, 1, 0.533197, 0.337408, 0.233382, 0.168929, 0.126084, 0.0960769, 0.0748876, 0.0600398, 0.0493758, 0.0414517
0.39034, 1, 0.525546, 0.326627, 0.221295, 0.156458, 0.113317, 0.0830965, 0.0614, 0.0448305, 0.0323603, 0.02276
0.388491, 1, 0.52504, 0.327507, 0.224025, 0.161229, 0.119413, 0.0901613, 0.0694899, 0.0540362, 0.042842, 0.0345422
0.386659, 1, 0.519478, 0.320317, 0.215879, 0.152896, 0.111911, 0.0836423, 0.0633413, 0.0488399, 0.0375143, 0.0282158
0.384844, 1, 0.514143, 0.313014, 0.207583, 0.144086, 0.102196, 0.0731021, 0.0532869, 0.0391701, 0.0290001, 0.0218503
0.383047, 1, 0.510505, 0.308222, 0.203215, 0.139588, 0.0982028, 0.0701316, 0.050831, 0.0371095, 0.0267177, 0.0186417
0.381266, 1, 0.505168, 0.30158, 0.197108, 0.134512, 0.094242, 0.0672342, 0.0486658, 0.0350903, 0.0252947, 0.0187502
0.379501, 1, 0.500766, 0.295566, 0.19002, 0.127319, 0.0871744, 0.0602599, 0.0421149, 0.0288236, 0.0193595, 0.012704
0.377753, 1, 0.497752, 0.292356, 0.18722, 0.126581, 0.0884356, 0.0626987, 0.0449033, 0.0328385, 0.0245993, 0.0185477
0.376021, 1, 0.495612, 0.290421, 0.186794, 0.12681, 0.0889237, 0.0637976, 0.0460506, 0.0339581, 0.0247642, 0.0175743
0.374304, 1, 0.489082, 0.281133, 0.175963, 0.114886, 0.0770496, 0.0529853, 0.0378593, 0.0274047, 0.018867, 0.0121382
0.372603, 1, 0.486115, 0.278546, 0.174398, 0.114155, 0.0767719, 0.052264, 0.0357787, 0.0247308, 0.0170581, 0.0112683
0.370918, 1, 0.482879, 0.274857, 0.170296, 0.109963, 0.0724955, 0.0487286, 0.0331568, 0.0230806, 0.016476, 0.0118494
0.369248, 1, 0.480019, 0.272201, 0.169758, 0.111185, 0.0755355, 0.0525762, 0.0377335, 0.0279651, 0.0210144, 0.0160279
0.367592, 1, 0.476924, 0.26819, 0.164812, 0.105979, 0.0691448, 0.0453316, 0.0300529, 0.0199898, 0.0134023, 0.00910514
0.365952, 1, 0.474595, 0.265937, 0.163471, 0.106173, 0.0713217, 0.0483805, 0.0334028, 0.0229729, 0.015674, 0.00975672
0.364326, 1, 0.469823, 0.26074, 0.16018, 0.10395, 0.069856, 0.0479215, 0.0328414, 0.023226, 0.0167612, 0.0123482
0.362714, 1, 0.466087, 0.255725, 0.154299, 0.0982323, 0.0650821, 0.0449496, 0.0318844, 0.0233448, 0.0177865, 0.0142009
